# frac_age,delta_nu_fit,nu_max,nu_0_1,nu_0_2,nu_0_3,nu_0_4,nu_0_5,nu_0_6,nu_0_7,nu_0_8,nu_0_9,nu_0_10,nu_0_11,nu_0_12,nu_0_13,nu_0_14,nu_0_15,nu_0_16,nu_0_17,nu_0_18,nu_0_19,nu_0_20,nu_0_21,nu_0_22,nu_0_23,nu_0_24,nu_0_25,nu_0_26,nu_0_27,nu_0_28,nu_0_29,nu_0_30,nu_0_31,nu_0_32,nu_0_33,nu_0_34,nu_0_35,nu_0_36,nu_0_37,nu_0_38,nu_0_39,nu_0_40,surface_he4
0.0639703177151414,153.46500917334097,3638.9702374097083,0.0,0.0,594.4034888778483,758.8123475256717,926.5308613673284,1093.221554266896,1258.2794469438609,1423.219136517359,1586.213694103555,1748.12411326542,1906.0299811466607,2061.1280687164967,2214.122248522744,2367.398333520097,2521.323782986293,2674.463594950045,2826.619298951129,2977.681965813938,3129.321406273957,3281.884975029628,3435.0624114953916,3588.572336847078,3741.943661599612,3895.599831197108,4049.39118509856,4203.794477512946,4358.5032517793215,4513.448625730858,4668.55273264244,4823.754469773121,4979.094088136375,5134.272621890319,5289.5450489798795,5444.412658229448,5598.6417301975025,5750.337711388205,5900.197974792948,6050.75144668652,6198.737573560499,6343.676297209167,0.2362679645077141
0.5133642661477613,128.69939436323318,2853.192633743709,0.0,0.0,513.5726437368971,645.2582054314272,781.8625006979546,919.168517253374,1056.072745056392,1193.295844788687,1328.56570379524,1462.2757129782321,1591.7107359285098,1719.492778633346,1847.047156881998,1975.375852212613,2103.708656877739,2230.463422695035,2356.932396468802,2483.781629354154,2611.8985407999608,2740.5339286678727,2869.1504392570628,2997.963175997201,3126.773378434065,3256.159702413254,3385.8980974261494,3515.9434948309477,3646.107148872347,3776.2647469092094,3906.62692869466,4036.7384648221528,4166.848348427867,4296.305644425365,4423.1499274976595,4549.836392720663,4676.103519817852,4800.1814308298135,4921.076406453738,5039.310043028398,5156.615123536376,5276.095683696914,0.2133081745628387
0.8261405164198253,108.42324090461231,2261.5748341819767,0.0,0.0,444.0208253727735,553.8087995437087,665.6035950013718,779.7019025349261,893.4040108355288,1008.081375422149,1120.389516620554,1230.476730151716,1337.450544625003,1444.081606957947,1551.949740824744,1659.5084032592608,1766.3578572650629,1872.382575297539,1979.2086769477407,2087.201670980691,2195.5045949913397,2304.037715256417,2412.386336146275,2521.163812741925,2630.375907023501,2739.86351023968,2849.6254895722827,2959.294360720187,3069.216270451081,3178.889648850294,3288.459538796095,3397.359808101381,3503.244413961297,3610.684086703805,3716.3057470841413,3819.510704929529,3919.650132863434,4017.881961271782,4117.019984399186,4218.9776363927285,4323.826918626222,4430.807987363543,0.1971893765783556
